MONTHLY_SALES,GOODS_URL,GOODS_PRICE,IMG_URL,GOODS_NAME
44笔,https://detail.tmall.com/item.htm?id=544282938413&skuId=4611686562710326317&user_id=3039031267&cat_id=53320010&is_b=1&rn=1abecdff758aad606553c52938823a2c,7999.00,http://img.alicdn.com/bao/uploaded/i4/3039031267/TB2qj7ycYBmpuFjSZFAXXaQ0pXa_!!3039031267.jpg_b.jpg, Dell/戴尔 灵越Ins15- 7567超薄笔记本电脑游戏本15.6英寸i7独显
39笔,https://detail.tmall.com/item.htm?id=547188407643&skuId=3481196254873&user_id=2995472510&cat_id=53320010&is_b=1&rn=1abecdff758aad606553c52938823a2c,5999.00,http://img.alicdn.com/bao/uploaded/i6/TB1jnn2QXXXXXXpXFXX_eV2.XXX_100018.jpg_b.jpg, 领睿 终结者 S1 i7-6700HQ GTX1060 6G独显游戏本手提笔记本电脑
39笔,https://detail.tmall.com/item.htm?id=548429999076&skuId=3491686698688&standard=1&user_id=133668489&cat_id=53320010&is_b=1&rn=1abecdff758aad606553c52938823a2c,6899.00,http://img.alicdn.com/bao/uploaded/i7/TB1dss0QpXXXXXmaXXX6co.9VXX_051530.jpg_b.jpg, HP/惠普 omen 北极星i7暗影精灵2Pro游戏本笔记本电脑暗夜精灵
37笔,https://detail.tmall.com/item.htm?id=544080589575&skuId=3276830485294&user_id=2980145876&cat_id=53320010&is_b=1&rn=1abecdff758aad606553c52938823a2c,6499.00,http://img.alicdn.com/bao/uploaded/i5/TB1.coQOVXXXXcWXVXX9BQU8VXX_033650.jpg_b.jpg, 神舟战神 T6Ti-X7 笔记本I7-7700HQ 1050Ti 全彩背光游戏本
38笔,https://detail.tmall.com/item.htm?id=532549562005&skuId=3176297316672&user_id=601366705&cat_id=53320010&is_b=1&rn=1abecdff758aad606553c52938823a2c,4588.00,http://img.alicdn.com/bao/uploaded/i4/TB10e0JQpXXXXaXXpXXNuhX8FXX_025220.jpg_b.jpg, QRTECH 麦本本 黑麦i7 IPS笔记本电脑 15.6英寸GTX965M独显游戏本
39笔,https://detail.tmall.com/item.htm?id=545524397957&skuId=3483189614464&standard=1&user_id=2700507684&cat_id=53320010&is_b=1&rn=1abecdff758aad606553c52938823a2c,5499.00,http://img.alicdn.com/bao/uploaded/i3/TB1bmY5PpXXXXbPXVXXrFJz.FXX_105354.jpg_b.jpg, Samsung/三星 8500GM x07玄龙骑士i5手提笔记本电脑游戏本学生
47笔,https://detail.tmall.com/item.htm?id=548105236031&skuId=3324504421378&standard=1&user_id=255921860&cat_id=53320010&is_b=1&rn=1abecdff758aad606553c52938823a2c,5499.00,http://img.alicdn.com/bao/uploaded/i2/255921860/TB2iRiymxBmpuFjSZFsXXcXpFXa_!!255921860.jpg_b.jpg, Hasee/神舟 战神 Z6-KP7GT七代i7四核独显gtx1050游戏笔记本电脑
47笔,https://detail.tmall.com/item.htm?id=547549570687&skuId=3480911831301&user_id=2995472510&cat_id=53320010&is_b=1&rn=1abecdff758aad606553c52938823a2c,6599.00,http://img.alicdn.com/bao/uploaded/i1/2995472510/TB2pxaZjq8lpuFjy0FpXXaGrpXa_!!2995472510.jpg_b.jpg, 领睿 终结者 S1pro7代i7 GTX1060 6G独显游戏本 发烧级笔记本电脑
51笔,https://detail.tmall.com/item.htm?id=549144898726&skuId=4611686567572286630&user_id=2938863078&cat_id=53320010&is_b=1&rn=1abecdff758aad606553c52938823a2c,6999.00,http://img.alicdn.com/bao/uploaded/i7/TB1EeRFQpXXXXXhXXXXVRja.XXX_070621.jpg_b.jpg, Lenovo/联想 拯救者 Y520-15IKB I7学生游戏独显轻薄笔记本电脑
34笔,https://detail.tmall.com/item.htm?id=543977024868&skuId=3529854142845&user_id=2510050218&cat_id=53320010&is_b=1&rn=1abecdff758aad606553c52938823a2c,23298.00,http://img.alicdn.com/bao/uploaded/i2/TB12McjOVXXXXcraXXXBbj..VXX_083218.jpg_b.jpg, Dell/戴尔alienware ALW17C- 2758new外星人笔记本游戏本10系显卡
37笔,https://detail.tmall.com/item.htm?id=551090511313&skuId=3528212803571&user_id=2955374408&cat_id=53320010&is_b=1&rn=1abecdff758aad606553c52938823a2c,6499.00,http://img.alicdn.com/bao/uploaded/i7/TB1QA.iRXXXXXXaXXXX4nWZ8VXX_032357.jpg_b.jpg, ThinkPad New S5 20G4A01PCD 15.6英寸独显游戏商务笔记本电脑
37笔,https://detail.tmall.com/item.htm?id=544703671830&skuId=3495383926456&standard=1&user_id=1825950655&cat_id=53320010&is_b=1&rn=1abecdff758aad606553c52938823a2c,4699.00,http://img.alicdn.com/bao/uploaded/i4/1825950655/TB2ZhYpdl0kpuFjSsppXXcGTXXa_!!1825950655.jpg_b.jpg, Hasee/神舟 战神 T6-X5战斗版7代i5游戏本GTX1050独显笔记本电脑
51笔,https://detail.tmall.com/item.htm?id=549394522277&skuId=3339483740662&user_id=601366705&cat_id=53320010&is_b=1&rn=1abecdff758aad606553c52938823a2c,6498.00,http://img.alicdn.com/bao/uploaded/i4/601366705/TB20EBymYXlpuFjSszfXXcSGXXa_!!601366705.jpg_b.jpg, QRTECH 麦本本 锋麦 5X 笔记本电脑i7 GTX1060 15.6英寸游戏本
36笔,https://detail.tmall.com/item.htm?id=532648016943&skuId=4611686551075404847&standard=1&user_id=459462135&cat_id=53320010&is_b=1&rn=1abecdff758aad606553c52938823a2c,5199.00,http://img.alicdn.com/bao/uploaded/i1/TB1BhllLFXXXXczXFXXlkEu9FXX_044952.jpg_b.jpg, Lenovo/联想 ideapad 700-15 I5-6300HQ超薄独显游戏笔记本电脑
56笔,https://detail.tmall.com/item.htm?id=523966103561&skuId=3117885387445&standard=1&user_id=255921860&cat_id=53320010&is_b=1&rn=1abecdff758aad606553c52938823a2c,5999.00,http://img.alicdn.com/bao/uploaded/i5/TB1GlV1KpXXXXcKXXXXb5d9FXXX_114524.jpg_b.jpg, Hasee/神舟 战神 Z7-SL7 D3 i7四核独显gtx970M游戏本笔记本电脑
54笔,https://detail.tmall.com/item.htm?id=547696876690&skuId=3483282794835&user_id=2182235688&cat_id=53320010&is_b=1&rn=1abecdff758aad606553c52938823a2c,5099.00,http://img.alicdn.com/bao/uploaded/i1/TB1eLt6QpXXXXb9apXXSvVm9FXX_043055.jpg_b.jpg, 炫龙 毁灭者X55 i7游戏本GTX1050十系显卡I7-7700HQ七代处理器
84笔,https://detail.tmall.com/item.htm?id=525394255654&skuId=3445908995959&user_id=601366705&cat_id=53320010&is_b=1&rn=1abecdff758aad606553c52938823a2c,3999.00,http://img.alicdn.com/bao/uploaded/i2/TB186ZPQpXXXXX0apXX4_Vh9XXX_033847.jpg_b.jpg, QRTECH 麦本本 锋麦S3 15.6笔记本电脑i7 GTX960M独显游戏本
84笔,https://detail.tmall.com/item.htm?id=545303571570&skuId=3470609743159&user_id=893772269&cat_id=53320010&is_b=1&rn=1abecdff758aad606553c52938823a2c,5999.00,http://img.alicdn.com/bao/uploaded/i2/TB1YMcvPVXXXXcKXFXX.0bz8pXX_024108.jpg_b.jpg, Dell/戴尔 灵越Ins15 7567-1645游匣超跑版 10系4G独显大屏游戏本
83笔,https://detail.tmall.com/item.htm?id=533668093252&skuId=3182284575158&user_id=2248284179&cat_id=53320010&is_b=1&rn=1abecdff758aad606553c52938823a2c,4999.00,http://img.alicdn.com/bao/uploaded/i1/TB1zShnLpXXXXXdXFXXw7I37VXX_015957.jpg_b.jpg, 火影 金钢 T1-S 15.6英寸游戏本 i7独显学生超薄手提笔记本电脑
57笔,https://detail.tmall.com/item.htm?id=544790067068&skuId=3447565115638&user_id=255921860&cat_id=53320010&is_b=1&rn=1abecdff758aad606553c52938823a2c,7999.00,http://img.alicdn.com/bao/uploaded/i2/255921860/TB26pycdB8kpuFjSspeXXc7IpXa_!!255921860.jpg_b.jpg, Hasee/神舟 战神 ZX7-KP5S1 七代i5独显gtx1060游戏本笔记本电脑
88笔,https://detail.tmall.com/item.htm?id=549934298112&skuId=3511704535889&user_id=1730407557&cat_id=53320010&is_b=1&rn=1abecdff758aad606553c52938823a2c,5599.00,http://img.alicdn.com/bao/uploaded/i1/1730407557/TB2HF0cnYFlpuFjy0FgXXbRBVXa_!!1730407557.jpg_b.jpg, MACHENIKE 机械师T58 T1 i7独显游戏本gtx1050轻薄笔记本电脑
56笔,https://detail.tmall.com/item.htm?id=550104458955&skuId=3513760466319&user_id=2980145876&cat_id=53320010&is_b=1&rn=1abecdff758aad606553c52938823a2c,5999.00,http://img.alicdn.com/bao/uploaded/i8/TB1ekQuQVXXXXXhXVXXcvz48VXX_032918.jpg_b.jpg, 神舟战神 游戏本 T6TI-X5S I5-7300HQ 1050Ti 显卡 4G独显 8G内存
88笔,https://detail.tmall.com/item.htm?id=550597592301&skuId=4611686569024980205&standard=1&user_id=459462135&cat_id=53320010&is_b=1&rn=1abecdff758aad606553c52938823a2c,5699.00,http://img.alicdn.com/bao/uploaded/i6/TB1n.4xRXXXXXXUapXXrEuA9pXX_041046.jpg_b.jpg, Lenovo/联想 小新 锐7000-15超薄游戏本笔记本电脑i7小新锐7000
117笔,https://detail.tmall.com/item.htm?id=543806901513&skuId=3335068264585&user_id=1825950655&cat_id=53320010&is_b=1&rn=8738f31012261f43af6192663a974b32,6299.00,http://img.alicdn.com/bao/uploaded/i1/1825950655/TB2dRdPbYBmpuFjSZFuXXaG_XXa_!!1825950655.jpg_b.jpg, Hasee/神舟 战神 T6Ti-X7游戏本i7七代GTX1050Ti独显笔记本电脑z7
118笔,https://detail.tmall.com/item.htm?id=548947307942&skuId=3497871062691&user_id=2980145876&cat_id=53320010&is_b=1&rn=8738f31012261f43af6192663a974b32,5699.00,http://img.alicdn.com/bao/uploaded/i5/TB1u5HwQFXXXXXyXpXXJmyz_VXX_064356.jpg_b.jpg, 神舟战神 游戏本 T6TI-X5 I5-7300HQ 1050Ti 显卡 4G独显 8G内存
121笔,https://detail.tmall.com/item.htm?id=543714264800&skuId=3274273209120&user_id=379092568&cat_id=53320010&is_b=1&rn=8738f31012261f43af6192663a974b32,7999.00,http://img.alicdn.com/bao/uploaded/i1/TB11hdzPFXXXXaXXpXXHul_8VXX_031638.jpg_b.jpg, Dell/戴尔 灵越 Ins15-7567-1745 游匣Master双硬盘游戏笔记本
121笔,https://detail.tmall.com/item.htm?id=543695735490&skuId=3436567438661&standard=1&user_id=2182235688&cat_id=53320010&is_b=1&rn=8738f31012261f43af6192663a974b32,4699.00,http://img.alicdn.com/bao/uploaded/i4/TB1cYhhPXXXXXXxXVXXHZwX8pXX_024412.jpg_b.jpg, 炫龙 毁灭者X55 游戏本GTX1050 七代i5-7300HQ手提笔记本电脑
113笔,https://detail.tmall.com/item.htm?id=549061420001&skuId=3500467214427&user_id=2608748065&cat_id=53320010&is_b=1&rn=8738f31012261f43af6192663a974b32,4999.00,http://img.alicdn.com/bao/uploaded/i1/TB16EXVQVXXXXXIXXXXGeTW9pXX_041733.jpg_b.jpg, IFUNK 游戏本 i5四核独显手提笔记本电脑15.6英寸薄便携商务分期
122笔,https://detail.tmall.com/item.htm?id=523275653466&skuId=3436221007819&standard=1&user_id=379092568&cat_id=53320010&is_b=1&rn=8738f31012261f43af6192663a974b32,4699.00,http://img.alicdn.com/bao/uploaded/i1/TB1ik0pRXXXXXbFXVXXxcZp.XXX_101536.jpg_b.jpg, Dell/戴尔 灵越15(7559) Ins15P-2548游匣4G独显四核游戏笔记本
127笔,https://detail.tmall.com/item.htm?id=544076998203&skuId=3440706387070&standard=1&user_id=2413561286&cat_id=53320010&is_b=1&rn=8738f31012261f43af6192663a974b32,5299.00,http://img.alicdn.com/bao/uploaded/i3/TB1tnJJOVXXXXXRXVXXOsHA8FXX_030042.jpg_b.jpg, MSI/微星 GL62M 7RD-224CN 七代I5 GTX1050独显游戏本笔记本电脑
129笔,https://detail.tmall.com/item.htm?id=543861934168&skuId=3274376485307&user_id=255921860&cat_id=53320010&is_b=1&rn=8738f31012261f43af6192663a974b32,9999.00,http://img.alicdn.com/bao/uploaded/i3/TB1e8lFOVXXXXbwapXXgCeq8VXX_031810.jpg_b.jpg, Hasee/神舟 战神 Z8-KP7S1七代四核I7GTX1070游戏本笔记本电脑
133笔,https://detail.tmall.com/item.htm?id=548784353371&skuId=3332233464331&user_id=2435538353&cat_id=53320010&is_b=1&rn=8738f31012261f43af6192663a974b32,4399.00,http://img.alicdn.com/bao/uploaded/i2/2435538353/TB2CPRll3JkpuFjSszcXXXfsFXa_!!2435538353.jpg_b.jpg, Lenovo/联想 小新 _ 小新700电竞版笔记本电脑游戏本轻薄手提便携
138笔,https://detail.tmall.com/item.htm?id=547784781664&skuId=3331656265320&standard=1&user_id=2435538353&cat_id=53320010&is_b=1&rn=8738f31012261f43af6192663a974b32,4999.00,http://img.alicdn.com/bao/uploaded/i4/2435538353/TB2SdJml9VmpuFjSZFFXXcZApXa_!!2435538353.jpg_b.jpg, Lenovo/联想 拯救者 -15笔记本电脑i5四核轻薄4G独显游戏本15.6
142笔,https://detail.tmall.com/item.htm?id=539687125700&skuId=3234630217720&user_id=1730407557&cat_id=53320010&is_b=1&rn=8738f31012261f43af6192663a974b32,7999.00,http://img.alicdn.com/bao/uploaded/i5/TB1zb6UOXXXXXavapXXG1OF8XXX_020409.jpg_b.jpg, MACHENIKE 机械师F117 F6 i7笔记本电脑GTX1060独显游戏本手提
147笔,https://detail.tmall.com/item.htm?id=550398241559&skuId=3353884020875&standard=1&user_id=126446588&cat_id=53320010&is_b=1&rn=8738f31012261f43af6192663a974b32,5499.00,http://img.alicdn.com/bao/uploaded/i7/TB1HpXeRXXXXXboapXXpiji_FXX_061809.jpg_b.jpg, Lenovo/联想 小新 锐7000 I7高性能游戏本笔记本电脑 GTX1050显卡
151笔,https://detail.tmall.com/item.htm?id=544140642902&skuId=3441282238925&standard=1&user_id=255921860&cat_id=53320010&is_b=1&rn=8738f31012261f43af6192663a974b32,3699.00,http://img.alicdn.com/bao/uploaded/i3/255921860/TB2AJqFcJRopuFjSZFtXXcanpXa_!!255921860.jpg_b.jpg, Hasee/神舟 战神 K660D-G4D3 gtx960m4g独显商务本游戏本笔记电脑
151笔,https://detail.tmall.com/item.htm?id=550464095939&skuId=3354340433946&standard=1&user_id=126446588&cat_id=53320010&is_b=1&rn=8738f31012261f43af6192663a974b32,4999.00,http://img.alicdn.com/bao/uploaded/i8/TB1l9VSRXXXXXbCXpXXMLPS_VXX_065326.jpg_b.jpg, Lenovo/联想 小新 锐7000 I5游戏本笔记本电脑 GTX1050游戏显卡
155笔,https://detail.tmall.com/item.htm?id=549934704645&skuId=4611686568362092549&standard=1&user_id=2248284179&cat_id=53320010&is_b=1&rn=8738f31012261f43af6192663a974b32,10899.00,http://img.alicdn.com/bao/uploaded/i7/TB1ZJlTRXXXXXXtapXXOHQb9VXX_051037.jpg_b.jpg, 火影 金钢 GTX1060独显 i7游戏笔记本电脑 15.6英寸4k屏机械键盘
161笔,https://detail.tmall.com/item.htm?id=540240591403&skuId=3203067555273&standard=1&user_id=2182235688&cat_id=53320010&is_b=1&rn=8738f31012261f43af6192663a974b32,6599.00,http://img.alicdn.com/bao/uploaded/i7/TB1B1tGNVXXXXaXXFXXY7Be.VXX_081136.jpg_b.jpg, 炫龙 炎魔T1 Ti 6G独显GTX1060笔记本酷睿i7-6700HQ游戏本电脑
163笔,https://detail.tmall.com/item.htm?id=545197240242&skuId=3288415049409&user_id=2260266618&cat_id=53320010&is_b=1&rn=8738f31012261f43af6192663a974b32,3799.00,http://img.alicdn.com/bao/uploaded/i2/TB1ndFtQpXXXXXkXVXXoAj.8pXX_024410.jpg_b.jpg, QRTECH 麦本本 小麦4S GTX950M独显4G i5轻薄游戏本笔记本电脑
165笔,https://detail.tmall.com/item.htm?id=549945636801&skuId=3348531329692&standard=1&user_id=2248284179&cat_id=53320010&is_b=1&rn=8738f31012261f43af6192663a974b32,6998.00,http://img.alicdn.com/bao/uploaded/i6/TB1CqD2RXXXXXaPapXXlLlv.VXX_080958.jpg_b.jpg, 火影 金钢 4K GTX1050Ti独显i7游戏笔记本电脑4k屏机械键盘
166笔,https://detail.tmall.com/item.htm?id=548494167433&skuId=3529768794739&standard=1&user_id=2260266618&cat_id=53320010&is_b=1&rn=8738f31012261f43af6192663a974b32,4299.00,http://img.alicdn.com/bao/uploaded/i6/TB11tJIQFXXXXaHXpXXJx6N8FXX_030145.jpg_b.jpg, Dell/戴尔 游匣 5576潘多拉七代四核4G独显游戏本笔记本电脑
167笔,https://detail.tmall.com/item.htm?id=547114087234&skuId=4611686565541475138&standard=1&user_id=1032614283&cat_id=53320010&is_b=1&rn=8738f31012261f43af6192663a974b32,4899.00,http://img.alicdn.com/bao/uploaded/i7/TB1ST2CRpXXXXcOapXX8XSv.FXX_105837.jpg_b.jpg, Dell/戴尔 灵越15(7559)Ins 15P-2548四核i5游戏笔记本电脑15.6寸
194笔,https://detail.tmall.com/item.htm?id=543817508611&skuId=3438273407302&standard=1&user_id=255921860&cat_id=53320010&is_b=1&rn=8738f31012261f43af6192663a974b32,4699.00,http://img.alicdn.com/bao/uploaded/i7/TB14lLlOVXXXXX1apXXQmhs.VXX_110945.jpg_b.jpg, Hasee/神舟 战神 Z6-KP5D1/GT i5 gtx1050独显游戏本笔记本电脑
195笔,https://detail.tmall.com/item.htm?id=548650899077&skuId=4611686567078286981&standard=1&user_id=1996270577&cat_id=53320010&is_b=1&rn=8738f31012261f43af6192663a974b32,6999.00,http://img.alicdn.com/bao/uploaded/i2/TB12.8PQFXXXXc6aXXXFdJP_XXX_051857.jpg_b.jpg, Lenovo/联想 拯救者 Y520 I7游戏本4G独显R720笔记本电脑学生手提
167笔,https://detail.tmall.com/item.htm?id=549025863326&skuId=3334688593928&user_id=2111250403&cat_id=53320010&is_b=1&rn=8738f31012261f43af6192663a974b32,5999.00,http://img.alicdn.com/bao/uploaded/i3/TB1itEAQFXXXXbzXVXXuMD8_XXX_053633.jpg_b.jpg, THUNDEROBOT 雷神ST Plus i7独显10系轻薄便携游戏本笔记本电脑
194笔,https://detail.tmall.com/item.htm?id=547796449382&skuId=3320127865285&standard=1&user_id=133668489&cat_id=53320010&is_b=1&rn=8738f31012261f43af6192663a974b32,4699.00,http://img.alicdn.com/bao/uploaded/i3/TB12zQcKFXXXXbhaXXXrdGi.pXX_103109.jpg_b.jpg, 银河舰队HP/惠普 PAVILION 15-bc011TX 笔记本电脑 旗舰店官方店
201笔,https://detail.tmall.com/item.htm?id=526936175283&skuId=3349097792670&user_id=379092568&cat_id=53320010&is_b=1&rn=8738f31012261f43af6192663a974b32,5799.00,http://img.alicdn.com/bao/uploaded/i3/TB1EcaWMpXXXXb0aXXX_jIS8XXX_022127.jpg_b.jpg, Dell/戴尔 灵越15(7559) Ins15P-2749游匣15.6英寸4G独显i7笔记本
204笔,https://detail.tmall.com/item.htm?id=525942055139&skuId=3131003766293&standard=1&user_id=2248284179&cat_id=53320010&is_b=1&rn=8738f31012261f43af6192663a974b32,4999.00,http://img.alicdn.com/bao/uploaded/i1/TB13IPbQXXXXXcPapXXywwy7VXX_015731.jpg_b.jpg, 火影 金钢 T1 15.6英寸游戏本 GTX965M独显i7超薄手提笔记本电脑
214笔,https://detail.tmall.com/item.htm?id=539155109749&skuId=3221827862653&user_id=2955374408&cat_id=53320010&is_b=1&rn=8738f31012261f43af6192663a974b32,5999.00,http://img.alicdn.com/bao/uploaded/i7/TB1zVSPQVXXXXc6XFXXybZX9FXX_045102.jpg_b.jpg, ThinkPad E570 20H5A00TCD 15.6寸第7代商务游戏本笔记本电脑
215笔,https://detail.tmall.com/item.htm?id=550649609414&skuId=3522444899999&user_id=2980145876&cat_id=53320010&is_b=1&rn=8738f31012261f43af6192663a974b32,3999.00,http://img.alicdn.com/bao/uploaded/i3/TB17NyfRXXXXXbfaXXXMZN9.pXX_072714.jpg_b.jpg, 神舟战神 游戏本 战神T6-X4D1 G4560 1T GTX1050独显笔记本电脑
228笔,https://detail.tmall.com/item.htm?id=550041203280&skuId=3512434970052&standard=1&user_id=2770609969&cat_id=53320010&is_b=1&rn=8738f31012261f43af6192663a974b32,6999.00,http://img.alicdn.com/bao/uploaded/i8/TB1vP20QVXXXXaQapXXZaC7.XXX_100553.jpg_b.jpg, MSI/微星 GL62M 7REX-1252CN酷睿i7 GTX1050ti独显游戏笔记本电脑
230笔,https://detail.tmall.com/item.htm?id=543489254259&skuId=3270785813204&user_id=255921860&cat_id=53320010&is_b=1&rn=8738f31012261f43af6192663a974b32,5999.00,http://img.alicdn.com/bao/uploaded/i1/TB1rFt8OVXXXXbWXXXXQ4iy8VXX_032152.jpg_b.jpg, Hasee/神舟 战神 Z7M-KP7S1win10 I7 gtx1050Ti游戏本笔记本电脑
231笔,https://detail.tmall.com/item.htm?id=542470290383&skuId=3260554197436&user_id=601366705&cat_id=53320010&is_b=1&rn=8738f31012261f43af6192663a974b32,4488.00,http://img.alicdn.com/bao/uploaded/i4/TB1HukNQpXXXXXlapXXY6Q_8VXX_033759.jpg_b.jpg, QRTECH 麦本本 锋麦 4S 笔记本电脑i7 15.6英寸GTX960M独显游戏本
238笔,https://detail.tmall.com/item.htm?id=536824039731&skuId=3316390700108&standard=1&user_id=1647052829&cat_id=53320010&is_b=1&rn=8738f31012261f43af6192663a974b32,4399.00,http://img.alicdn.com/bao/uploaded/i3/TB1resXPXXXXXcjaXXXto0H_FXX_061001.jpg_b.jpg, Lenovo/联想 小新 700 I5电竞版游戏本笔记本电脑四核手提i7学生
251笔,https://detail.tmall.com/item.htm?id=544885123221&skuId=4611686563312511125&standard=1&user_id=459462135&cat_id=53320010&is_b=1&rn=8738f31012261f43af6192663a974b32,5399.00,http://img.alicdn.com/bao/uploaded/i2/436821000/TB2yZeHdB8lpuFjSspaXXXJKpXa_!!436821000.jpg_b.jpg, Lenovo/联想 拯救者 R720-15IKB游戏笔记本四核手提电脑15.6英寸
266笔,https://detail.tmall.com/item.htm?id=544668593889&skuId=3446664423244&user_id=255921860&cat_id=53320010&is_b=1&rn=8738f31012261f43af6192663a974b32,5799.00,http://img.alicdn.com/bao/uploaded/i4/255921860/TB2xALrdYJmpuFjSZFBXXXaZXXa_!!255921860.jpg_b.jpg, Hasee/神舟 战神 K680E-G6D1 i5 GTX1050Ti4g独显游戏笔记本电脑
291笔,https://detail.tmall.com/item.htm?id=550605927953&skuId=4611686569033315857&standard=1&user_id=459462135&cat_id=53320010&is_b=1&rn=8738f31012261f43af6192663a974b32,4799.00,http://img.alicdn.com/bao/uploaded/i1/TB11scnQVXXXXarXVXX_qyp.VXX_082032.jpg_b.jpg, Lenovo/联想 小新 锐7000 笔记本电脑游戏本轻薄便携i5小新锐7000
299笔,https://detail.tmall.com/item.htm?id=552192645433&skuId=4611686570620033337&standard=1&user_id=415559408&cat_id=53320010&is_b=1&rn=8738f31012261f43af6192663a974b32,5899.00,http://img.alicdn.com/bao/uploaded/i7/TB1LeiDRXXXXXasXXXX2Dvr9XXX_035546.jpg_b.jpg, Dell/戴尔 灵越5577 Ins15-2645游匣SPEED七代4G独显笔记本电脑
349笔,https://detail.tmall.com/item.htm?id=544656321532&skuId=3446402826133&standard=1&user_id=255921860&cat_id=53320010&is_b=1&rn=8738f31012261f43af6192663a974b32,4799.00,http://img.alicdn.com/bao/uploaded/i2/255921860/TB2Xc9NdbXlpuFjy1zbXXb_qpXa_!!255921860.jpg_b.jpg, Hasee/神舟 战神 K680D-G4D1gtx1050Ti4g独显商务游戏笔记本电脑
