IP,LAST_CHECK_TIME,SPEED,POSITION,TYPE,PORT
114.239.2.144,17-06-01 09:11,0.219秒,江苏宿迁,HTTP,808
115.220.6.251,17-06-01 09:11,1.167秒,浙江宁波,HTTPS,808
117.43.0.241,17-06-01 09:11,1.098秒,江西九江,HTTPS,808
115.215.70.132,17-06-01 09:11,1.39秒,浙江宁波,HTTPS,808
113.123.60.19,17-06-01 09:10,0.496秒,山东威海,HTTP,808
175.155.24.103,17-06-01 09:10,0.246秒,四川德阳,HTTP,808
59.62.98.170,17-06-01 09:02,7.088秒,江西鹰潭,HTTPS,808
112.111.5.187,17-06-01 09:01,0.198秒,福建福州,HTTPS,8118
60.178.84.232,17-06-01 09:00,0.856秒,浙江宁波,HTTPS,808
183.153.18.188,17-06-01 09:00,4.471秒,浙江台州,HTTP,808
49.70.161.190,17-06-01 09:00,0.547秒,江苏苏州,HTTP,25969
119.7.72.72,17-06-01 09:00,3.364秒,四川德阳,HTTP,808
119.5.0.67,17-06-01 09:00,0.276秒,四川南充,HTTP,808
220.179.219.7,17-06-01 08:58,0.216秒,安徽铜陵,HTTPS,808
115.220.145.247,17-06-01 08:55,0.41秒,浙江宁波,HTTPS,808
175.155.140.228,17-06-01 08:55,4.31秒,四川德阳,HTTPS,808
140.250.153.34,17-06-01 08:51,0.265秒,山东,HTTPS,808
183.157.177.130,17-06-01 08:50,1.324秒,浙江杭州,HTTPS,80
115.215.69.165,17-06-01 08:50,0.951秒,浙江宁波,HTTPS,808
114.239.2.134,17-06-01 08:45,0.216秒,江苏宿迁,HTTP,808
60.184.175.36,17-06-01 08:44,0.398秒,浙江丽水,HTTPS,808
59.54.226.132,17-06-01 08:44,2.938秒,江西抚州,HTTP,43945
222.95.17.242,17-06-01 08:43,1.941秒,江苏南京,HTTPS,808
175.155.136.22,17-06-01 08:40,5.33秒,四川德阳,HTTPS,808
218.64.93.229,17-06-01 08:36,5.374秒,江西吉安,HTTPS,808
175.155.189.100,17-06-01 08:33,2.736秒,四川德阳,HTTPS,808
175.155.240.172,17-06-01 08:33,2.567秒,四川德阳,HTTPS,808
114.239.0.166,17-06-01 08:32,0.239秒,江苏宿迁,HTTP,808
115.202.185.65,17-06-01 08:30,0.229秒,浙江台州,HTTPS,808
119.5.0.16,17-06-01 08:30,4.096秒,四川南充,HTTP,808
115.220.0.110,17-06-01 08:22,2.815秒,浙江宁波,HTTPS,808
115.220.7.180,17-06-01 08:22,1.159秒,浙江宁波,HTTPS,808
114.239.3.213,17-06-01 08:22,0.546秒,江苏宿迁,HTTPS,808
175.155.25.14,17-06-01 08:20,0.308秒,四川德阳,HTTP,808
60.167.20.140,17-06-01 08:16,4.377秒,安徽芜湖,HTTP,808
49.86.62.199,17-06-01 08:15,0.205秒,江苏扬州,HTTPS,808
60.184.172.51,17-06-01 08:15,4.469秒,浙江丽水,HTTP,808
115.220.148.159,17-06-01 08:12,4.321秒,浙江宁波,HTTPS,808
175.155.246.157,17-06-01 08:11,6.186秒,四川德阳,HTTPS,808
180.118.243.85,17-06-01 08:11,3.936秒,江苏镇江,HTTPS,808
112.194.217.226,17-06-01 08:11,0.321秒,四川南充,HTTPS,808
125.89.123.77,17-06-01 08:11,3.84秒,广东河源,HTTPS,808
114.239.0.65,17-06-01 08:11,0.241秒,江苏宿迁,HTTP,808
112.194.40.83,17-06-01 08:11,0.262秒,四川达州,HTTPS,808
113.69.37.12,17-06-01 08:11,0.201秒,广东佛山,HTTPS,808
122.241.74.165,17-06-01 08:10,0.219秒,浙江丽水,HTTP,808
115.221.119.240,17-06-01 08:01,0.539秒,浙江温州,HTTP,32417
175.155.24.30,17-06-01 08:01,0.42秒,四川德阳,HTTP,808
122.241.73.63,17-06-01 08:00,0.562秒,浙江丽水,HTTP,808
115.220.5.113,17-06-01 08:00,0.697秒,浙江宁波,HTTPS,808
119.5.1.30,17-06-01 08:00,0.257秒,四川南充,HTTP,808
123.163.21.229,17-06-01 08:00,7.219秒,河南洛阳,HTTPS,808
125.118.70.224,17-06-01 08:00,0.245秒,浙江杭州,HTTPS,808
182.88.162.23,17-06-01 07:58,2.59秒,广西南宁,HTTPS,8123
182.87.14.82,17-06-01 07:55,0.256秒,江西鹰潭市贵溪,HTTPS,808
122.245.71.227,17-06-01 07:51,1.029秒,浙江宁波,HTTPS,808
119.5.216.144,17-06-01 07:45,5.559秒,四川眉山,HTTPS,808
60.178.85.37,17-06-01 07:45,3.85秒,浙江宁波,HTTPS,808
123.55.184.162,17-06-01 07:45,3.171秒,河南三门峡,HTTP,808
115.203.82.34,17-06-01 07:42,0.6秒,浙江台州,HTTP,808
119.5.1.53,17-06-01 07:42,0.254秒,四川南充,HTTP,808
175.155.24.17,17-06-01 07:41,0.239秒,四川德阳,HTTP,808
119.5.0.71,17-06-01 07:41,0.299秒,四川南充,HTTP,808
114.239.1.187,17-06-01 07:40,0.197秒,江苏宿迁,HTTP,808
123.55.187.193,17-06-01 07:35,3.444秒,河南三门峡,HTTP,808
60.184.175.74,17-06-01 07:33,3.379秒,浙江丽水,HTTPS,808
117.43.1.227,17-06-01 07:33,0.247秒,江西九江,HTTPS,808
115.203.71.179,17-06-01 07:33,0.295秒,浙江台州,HTTPS,808
113.69.165.48,17-06-01 07:30,0.558秒,广东佛山,HTTP,808
115.215.70.78,17-06-01 07:30,1.254秒,浙江宁波,HTTP,808
113.69.167.47,17-06-01 07:30,0.643秒,广东佛山,HTTP,808
175.155.246.105,17-06-01 07:25,1.047秒,四川德阳,HTTPS,808
175.155.25.23,17-06-01 07:22,0.251秒,四川德阳,HTTP,808
220.160.10.79,17-06-01 07:22,3.459秒,福建福州,HTTPS,808
122.241.203.74,17-06-01 07:22,1.106秒,浙江丽水,HTTPS,808
115.215.68.175,17-06-01 07:22,0.9秒,浙江宁波,HTTPS,808
175.155.142.81,17-06-01 07:22,0.251秒,四川德阳,HTTP,808
175.155.152.6,17-06-01 07:22,1.869秒,四川德阳,HTTPS,808
117.95.66.67,17-06-01 07:22,7.8秒,江苏淮安,HTTPS,808
180.110.4.22,17-06-01 07:22,0.315秒,江苏南京,HTTPS,808
119.7.80.93,17-06-01 07:21,0.217秒,四川,HTTPS,808
119.5.1.9,17-06-01 07:20,0.269秒,四川南充,HTTP,808
119.5.0.61,17-06-01 07:14,0.247秒,四川南充,HTTP,808
221.229.47.85,17-06-01 07:12,0.256秒,江苏扬州,HTTP,808
119.5.1.49,17-06-01 07:11,2.081秒,四川南充,HTTP,808
115.203.65.245,17-06-01 07:11,0.622秒,浙江台州,HTTPS,808
122.245.65.83,17-06-01 07:11,0.213秒,浙江宁波,HTTPS,808
115.203.77.105,17-06-01 07:11,0.235秒,浙江台州,HTTPS,808
117.43.0.130,17-06-01 07:11,1.591秒,江西九江,HTTP,808
175.155.68.65,17-06-01 07:11,0.269秒,四川德阳,HTTPS,808
183.153.8.76,17-06-01 07:11,0.231秒,浙江台州,HTTPS,808
114.238.144.103,17-06-01 07:11,1.657秒,江苏淮安,HTTPS,808
115.220.3.247,17-06-01 07:11,0.251秒,浙江宁波,HTTPS,808
113.58.233.160,17-06-01 07:03,1.095秒,海南海口,HTTPS,808
183.167.83.8,17-06-01 07:01,0.587秒,安徽淮北,HTTP,808
110.83.46.155,17-06-01 07:01,0.563秒,福建福州,HTTPS,26360
114.103.37.28,17-06-01 07:00,1.146秒,安徽滁州,HTTP,41081
119.7.77.148,17-06-01 07:00,5.224秒,四川德阳,HTTPS,808
122.245.70.53,17-06-01 07:00,1.063秒,浙江宁波,HTTPS,808
183.128.42.145,17-06-01 06:55,2.839秒,浙江杭州,HTTPS,808
119.7.77.148,17-06-01 07:00,5.224秒,四川德阳,HTTPS,808
122.245.70.53,17-06-01 07:00,1.063秒,浙江宁波,HTTPS,808
183.128.42.145,17-06-01 06:55,2.839秒,浙江杭州,HTTPS,808
203.88.210.121,17-06-01 06:55,0.156秒,广东广州,HTTP,138
111.155.116.221,17-06-01 06:50,1.478秒,北京,HTTPS,8123
115.220.3.171,17-06-01 06:50,1.211秒,浙江宁波,HTTPS,808
182.88.9.28,17-06-01 06:50,6.887秒,广西南宁,HTTP,53281
59.62.86.201,17-06-01 06:45,2.607秒,江西鹰潭,HTTP,808
115.220.7.140,17-06-01 06:44,0.191秒,浙江宁波,HTTP,808
222.95.19.173,17-06-01 06:42,6.262秒,江苏南京,HTTPS,808
119.5.0.44,17-06-01 06:34,0.264秒,四川南充,HTTP,808
222.94.149.194,17-06-01 06:31,4.237秒,江苏南京,HTTP,808
222.94.151.136,17-06-01 06:30,0.74秒,江苏南京,HTTPS,808
119.7.76.8,17-06-01 06:30,1.746秒,四川德阳,HTTP,808
115.220.150.182,17-06-01 06:30,4.286秒,浙江宁波,HTTPS,808
111.72.244.172,17-06-01 06:23,0.301秒,江西鹰潭,HTTPS,808
122.245.66.208,17-06-01 06:22,0.964秒,浙江宁波,HTTPS,808
119.5.1.35,17-06-01 06:22,0.285秒,四川南充,HTTP,808
114.230.126.167,17-06-01 06:22,0.142秒,江苏扬州,HTTPS,36416
175.155.24.54,17-06-01 06:20,7.383秒,四川德阳,HTTPS,808
115.202.185.46,17-06-01 06:20,0.502秒,浙江台州,HTTPS,808
218.64.92.73,17-06-01 06:17,0.779秒,江西吉安,HTTPS,808
123.169.84.134,17-06-01 06:15,0.748秒,山东淄博,HTTP,808
123.169.87.251,17-06-01 06:11,1.645秒,山东淄博,HTTPS,808
222.94.145.174,17-06-01 06:11,0.168秒,江苏南京,HTTPS,808
115.220.3.57,17-06-01 06:11,0.218秒,浙江宁波,HTTP,808
119.7.78.177,17-06-01 06:11,2.251秒,四川德阳,HTTPS,808
125.106.249.208,17-06-01 06:11,2.387秒,浙江衢州,HTTP,808
112.194.43.83,17-06-01 06:11,0.275秒,四川达州,HTTPS,808
220.160.10.49,17-06-01 06:11,0.527秒,福建福州,HTTP,30618
123.163.163.160,17-06-01 06:10,0.285秒,河南三门峡,HTTP,808
222.95.22.63,17-06-01 06:10,5.624秒,江苏南京,HTTPS,808
222.95.18.132,17-06-01 06:05,1.684秒,江苏南京,HTTPS,808
125.118.68.19,17-06-01 06:04,0.563秒,浙江杭州,HTTP,808
121.204.102.51,17-06-01 06:00,0.329秒,福建福州,HTTPS,808
114.232.116.20,17-06-01 06:00,0.446秒,江苏南通,HTTPS,29813
115.207.4.199,17-06-01 06:00,2.129秒,浙江衢州,HTTPS,808
175.155.240.82,17-06-01 06:00,0.956秒,四川德阳,HTTPS,808
175.155.246.231,17-06-01 06:00,0.298秒,四川德阳,HTTPS,808
122.241.72.252,17-06-01 06:00,0.267秒,浙江丽水,HTTPS,808
115.202.164.175,17-06-01 06:00,0.309秒,浙江台州,HTTPS,808
120.83.100.131,17-06-01 05:55,0.737秒,广东揭阳市普宁,HTTPS,808
112.194.222.152,17-06-01 05:55,0.345秒,四川南充,HTTPS,808
115.213.201.13,17-06-01 05:55,0.414秒,浙江丽水,HTTP,808
182.38.23.195,17-06-01 05:52,7.692秒,山东威海,HTTPS,808
175.155.25.31,17-06-01 05:50,0.212秒,四川德阳,HTTP,808
121.40.108.76,17-06-01 05:48,2.817秒,河北衡水,HTTP,80
222.33.192.238,17-06-01 05:45,2.064秒,辽宁阜新,HTTP,8118
115.207.36.71,17-06-01 05:45,1.684秒,浙江衢州,HTTP,808
114.99.11.141,17-06-01 05:44,5.775秒,安徽安庆,HTTPS,808
119.5.0.33,17-06-01 05:43,0.241秒,四川南充,HTTP,808
175.155.25.17,17-06-01 05:40,0.275秒,四川德阳,HTTP,808
121.205.9.215,17-06-01 05:33,1.172秒,福建泉州,HTTPS,808
119.7.77.43,17-06-01 05:33,5.118秒,四川德阳,HTTPS,808
140.224.76.167,17-06-01 05:33,2.214秒,,HTTPS,808
123.163.165.100,17-06-01 05:33,0.157秒,河南三门峡,HTTPS,808
220.191.81.144,17-06-01 05:31,0.735秒,浙江杭州,HTTP,30302
112.239.6.43,17-06-01 05:31,7.432秒,山东枣庄,HTTP,808
123.169.87.178,17-06-01 05:30,0.366秒,山东淄博,HTTP,808
60.178.215.132,17-06-01 05:30,1.4秒,浙江宁波,HTTPS,8118
122.228.179.178,17-06-01 05:15,2.995秒,浙江温州,HTTP,80
117.91.138.232,17-06-01 05:14,1.615秒,江苏扬州,HTTP,808
175.155.246.228,17-06-01 05:12,0.883秒,四川德阳,HTTPS,808
111.72.244.138,17-06-01 05:11,0.222秒,江西鹰潭,HTTPS,808
125.89.123.203,17-06-01 05:11,4.572秒,广东河源,HTTPS,808
218.64.92.152,17-06-01 05:11,1.388秒,江西吉安,HTTP,808
182.35.213.200,17-06-01 05:11,0.721秒,山东德州,HTTPS,808
221.205.28.5,17-06-01 05:11,1.279秒,山西太原,HTTPS,53281
180.110.6.5,17-06-01 05:11,0.257秒,江苏南京,HTTP,808
119.5.1.54,17-06-01 05:10,0.234秒,四川南充,HTTP,808
114.239.145.222,17-06-01 05:02,0.209秒,江苏宿迁市泗阳县,HTTPS,808
119.5.34.47,17-06-01 05:00,1.647秒,四川达州,HTTPS,808
114.239.148.164,17-06-01 04:55,0.684秒,江苏宿迁市泗阳县,HTTPS,808
115.50.186.135,17-06-01 04:52,0.429秒,河南洛阳,HTTP,8118
114.230.107.144,17-06-01 04:50,1.532秒,江苏扬州,HTTP,808
49.87.247.6,17-06-01 04:45,1.629秒,江苏淮安,HTTP,808
114.239.151.51,17-06-01 04:44,3.344秒,江苏宿迁市泗阳县,HTTP,8888
114.230.216.96,17-06-01 04:44,0.418秒,江苏扬州,HTTPS,808
114.232.153.90,17-06-01 04:40,1.083秒,江苏南通,HTTP,808
114.239.144.8,17-06-01 04:40,0.722秒,江苏宿迁市泗阳县,HTTP,808
125.106.94.200,17-06-01 04:40,0.382秒,浙江衢州,HTTPS,808
60.178.85.99,17-06-01 04:33,4.793秒,浙江宁波,HTTPS,808
112.194.216.138,17-06-01 04:33,0.604秒,四川南充,HTTPS,808
117.43.41.92,17-06-01 04:30,3.628秒,江西鹰潭,HTTPS,808
125.106.92.17,17-06-01 04:26,1.926秒,浙江衢州,HTTPS,808
119.7.75.34,17-06-01 04:22,0.397秒,四川德阳,HTTPS,808
36.99.207.2,17-06-01 04:22,0.166秒,浙江,HTTP,808
115.220.2.117,17-06-01 04:22,0.379秒,浙江宁波,HTTPS,808
112.194.171.169,17-06-01 04:22,0.453秒,四川南充,HTTPS,808
125.106.130.220,17-06-01 04:15,3.182秒,浙江衢州,HTTP,808
124.72.216.164,17-06-01 04:12,0.241秒,福建福州,HTTPS,808
115.203.64.99,17-06-01 04:11,0.277秒,浙江台州,HTTPS,808
124.236.250.235,17-06-01 04:11,3.39秒,河北石家庄,HTTPS,808
113.121.47.214,17-06-01 04:11,2.811秒,山东烟台,HTTPS,808
114.230.106.103,17-06-01 04:11,5.11秒,江苏扬州,HTTPS,808
175.155.143.189,17-06-01 04:10,5.347秒,四川德阳,HTTP,808
121.226.154.64,17-06-01 04:05,0.959秒,江苏盐城,HTTPS,808
60.167.132.225,17-06-01 04:00,7.548秒,安徽芜湖,HTTP,808
122.241.206.223,17-06-01 04:00,0.391秒,浙江丽水,HTTPS,808
119.5.0.112,17-06-01 04:00,0.403秒,四川南充,HTTP,808
61.232.254.39,17-06-01 04:00,0.765秒,新疆乌鲁木齐,HTTP,3128
114.230.96.203,17-06-01 03:55,2.711秒,江苏扬州,HTTPS,808
175.155.24.29,17-06-01 03:54,0.252秒,四川德阳,HTTP,808
175.155.246.164,17-06-01 03:52,0.261秒,四川德阳,HTTP,808
115.215.68.32,17-06-01 03:50,1.193秒,浙江宁波,HTTPS,808
175.155.24.53,17-06-01 03:50,0.266秒,四川德阳,HTTPS,808
182.88.43.100,17-06-01 03:47,7.118秒,广西南宁,HTTP,8123
175.155.242.49,17-06-01 03:44,4.729秒,四川德阳,HTTPS,808
175.155.25.49,17-06-01 03:42,0.967秒,四川德阳,HTTP,808
175.155.143.27,17-06-01 03:34,1.366秒,四川德阳,HTTPS,808
175.155.71.24,17-06-01 03:33,0.265秒,四川德阳,HTTP,808
175.155.245.83,17-06-01 03:33,0.326秒,四川德阳,HTTP,808
222.94.145.229,17-06-01 03:30,0.298秒,江苏南京,HTTP,808
175.155.242.147,17-06-01 03:30,1.821秒,四川德阳,HTTP,808
123.170.255.162,17-06-01 03:30,0.243秒,山东滨州,HTTPS,808
119.5.0.5,17-06-01 03:26,0.231秒,四川南充,HTTP,808
115.220.145.235,17-06-01 03:22,1.023秒,浙江宁波,HTTPS,808
119.5.32.54,17-06-01 03:22,0.295秒,四川达州,HTTPS,808
117.31.156.48,17-06-01 03:22,0.286秒,福建,HTTPS,808
175.155.244.20,17-06-01 03:18,1.154秒,四川德阳,HTTP,808
115.202.180.194,17-06-01 03:16,1.316秒,浙江台州,HTTP,808
36.249.31.181,17-06-01 03:16,6.854秒,福建泉州,HTTP,808
123.55.189.183,17-06-01 03:15,0.252秒,河南三门峡,HTTPS,808
123.169.85.66,17-06-01 03:15,5.452秒,山东淄博,HTTP,808
222.85.39.31,17-06-01 03:12,1.851秒,河南平顶山,HTTP,808
115.207.39.83,17-06-01 03:12,6.598秒,浙江衢州,HTTP,808
60.178.87.100,17-06-01 03:11,1.742秒,浙江宁波,HTTP,808
113.93.184.177,17-06-01 03:11,0.263秒,广东江门,HTTPS,808
125.89.123.208,17-06-01 03:11,0.32秒,广东河源,HTTPS,808
125.92.34.0,17-06-01 03:11,0.42秒,广东江门,HTTPS,808
113.58.235.114,17-06-01 03:06,4.39秒,海南海口,HTTPS,808
122.245.68.125,17-06-01 03:01,1.256秒,浙江宁波,HTTP,808
113.69.60.20,17-06-01 03:01,1.163秒,广东佛山,HTTP,808
120.33.247.226,17-06-01 03:01,4.419秒,福建莆田,HTTP,36205
119.7.87.142,17-06-01 03:00,7.011秒,四川,HTTPS,808
113.121.184.127,17-06-01 03:00,1.727秒,山东,HTTP,808
115.203.76.227,17-06-01 03:00,2.682秒,浙江台州,HTTPS,808
171.38.168.209,17-06-01 02:55,0.431秒,广西钦州,HTTP,8123
171.38.199.171,17-06-01 02:55,3.14秒,广西钦州,HTTPS,8123
121.61.97.221,17-06-01 02:55,0.299秒,湖北咸宁,HTTP,808
175.155.154.80,17-06-01 02:55,0.243秒,四川德阳,HTTPS,808
60.167.133.13,17-06-01 02:55,3.57秒,安徽芜湖,HTTPS,808
123.163.165.160,17-06-01 02:54,0.185秒,河南三门峡,HTTP,808
60.178.85.239,17-06-01 02:50,1.657秒,浙江宁波,HTTP,808
175.155.243.41,17-06-01 02:50,0.367秒,四川德阳,HTTPS,808
175.155.24.45,17-06-01 02:50,0.265秒,四川德阳,HTTP,808
125.118.69.196,17-06-01 02:41,4.026秒,浙江杭州,HTTP,808
175.155.24.60,17-06-01 02:40,0.326秒,四川德阳,HTTP,808
115.215.69.73,17-06-01 02:33,0.269秒,浙江宁波,HTTP,808
115.207.38.224,17-06-01 02:33,0.48秒,浙江衢州,HTTPS,808
175.155.246.224,17-06-01 02:33,7.913秒,四川德阳,HTTPS,808
115.215.70.233,17-06-01 02:33,0.254秒,浙江宁波,HTTPS,808
121.226.173.146,17-06-01 02:33,1.153秒,江苏,HTTPS,808
60.184.173.172,17-06-01 02:31,0.538秒,浙江丽水,HTTP,808
222.93.64.185,17-06-01 02:31,3.014秒,江苏苏州市吴江,HTTP,8118
119.7.43.35,17-06-01 02:26,0.254秒,四川达州,HTTPS,808
175.155.24.47,17-06-01 02:23,0.239秒,四川德阳,HTTPS,808
121.206.17.29,17-06-01 02:15,0.353秒,福建漳州,HTTP,808
222.94.151.66,17-06-01 02:11,0.189秒,江苏南京,HTTPS,808
221.229.45.143,17-06-01 02:11,0.723秒,江苏扬州,HTTPS,808
113.58.235.185,17-06-01 02:11,1.516秒,海南海口,HTTP,808
27.156.128.144,17-06-01 02:11,0.811秒,福建宁德,HTTPS,808
117.43.0.184,17-06-01 02:11,2.009秒,江西九江,HTTPS,808
49.83.9.14,17-06-01 02:11,0.74秒,江苏盐城,HTTPS,808
122.241.200.112,17-06-01 02:11,0.303秒,浙江丽水,HTTPS,808
175.155.154.233,17-06-01 02:10,0.263秒,四川德阳,HTTPS,808
115.220.1.166,17-06-01 02:10,0.21秒,浙江宁波,HTTPS,808
182.88.213.184,17-06-01 02:03,6.13秒,广西南宁,HTTP,8123
121.206.33.190,17-06-01 02:01,5.532秒,福建漳州,HTTPS,808
175.155.25.24,17-06-01 02:00,0.285秒,四川德阳,HTTPS,808
113.93.186.88,17-06-01 01:54,0.327秒,广东江门,HTTPS,808
115.217.65.232,17-06-01 01:50,2.159秒,浙江宁波,HTTPS,8118
175.155.24.50,17-06-01 01:50,0.257秒,四川德阳,HTTP,808
121.207.76.166,17-06-01 01:50,0.26秒,福建泉州,HTTP,808
218.73.130.103,17-06-01 01:49,0.757秒,浙江温州,HTTPS,808
222.94.151.63,17-06-01 01:45,0.188秒,江苏南京,HTTP,808
119.5.0.10,17-06-01 01:41,0.365秒,四川南充,HTTP,808
125.118.64.145,17-06-01 01:31,1.761秒,浙江杭州,HTTPS,808
60.167.133.157,17-06-01 01:30,0.331秒,安徽芜湖,HTTPS,808
180.115.7.74,17-06-01 01:30,1.138秒,江苏常州,HTTP,32372
115.220.144.13,17-06-01 01:30,0.328秒,浙江宁波,HTTP,808
115.210.179.127,17-06-01 01:30,4.476秒,浙江金华,HTTP,30615
115.207.98.247,17-06-01 01:30,7.122秒,浙江衢州,HTTP,808
115.220.146.93,17-06-01 01:22,0.436秒,浙江宁波,HTTPS,808
115.203.73.35,17-06-01 01:22,0.354秒,浙江台州,HTTPS,808
123.169.84.48,17-06-01 01:22,0.654秒,山东淄博,HTTPS,808
59.62.118.30,17-06-01 01:22,6.566秒,江西鹰潭,HTTPS,808
171.38.141.94,17-06-01 01:16,2.603秒,广西钦州,HTTP,8123
119.7.136.183,17-06-01 01:15,5.025秒,四川,HTTP,808
123.163.162.96,17-06-01 01:13,0.333秒,河南三门峡,HTTPS,808
123.170.255.60,17-06-01 01:11,0.234秒,山东滨州,HTTPS,808
119.7.85.252,17-06-01 01:11,0.318秒,四川,HTTPS,808
115.203.91.93,17-06-01 01:11,1.04秒,浙江台州,HTTPS,808
59.62.126.149,17-06-01 01:11,0.81秒,江西鹰潭,HTTPS,808
220.160.10.190,17-06-01 01:11,0.287秒,福建福州,HTTPS,808
60.167.132.39,17-06-01 01:11,5.698秒,安徽芜湖,HTTPS,808
115.220.150.0,17-06-01 01:11,0.954秒,浙江宁波,HTTPS,808
221.10.159.234,17-06-01 01:10,0.447秒,四川内江,HTTP,1337
60.167.132.54,17-06-01 01:10,0.282秒,安徽芜湖,HTTPS,808
117.90.214.31,17-06-01 01:03,2.011秒,江苏镇江,HTTPS,808
