IP,LAST_CHECK_TIME,SPEED,POSITION,TYPE,PORT
115.213.203.181,17-05-31 15:33,0.282秒,浙江丽水,HTTPS,808
115.220.5.189,17-05-31 15:32,4.477秒,浙江宁波,HTTP,808
117.43.42.170,17-05-31 15:31,2.618秒,江西鹰潭,HTTP,808
119.5.1.84,17-05-31 15:30,1.503秒,四川南充,HTTP,808
101.206.44.172,17-05-31 15:30,4.385秒,四川,HTTPS,808
123.55.177.210,17-05-31 15:22,3.362秒,河南三门峡,HTTPS,808
115.220.147.117,17-05-31 15:22,1.493秒,浙江宁波,HTTP,808
101.206.131.43,17-05-31 15:22,1.479秒,四川,HTTPS,808
116.249.5.222,17-05-31 15:18,0.359秒,云南,HTTP,8998
180.118.243.28,17-05-31 15:15,0.438秒,江苏镇江,HTTP,808
180.110.7.235,17-05-31 15:15,0.924秒,江苏南京,HTTP,808
218.64.92.49,17-05-31 15:15,0.482秒,江西吉安,HTTP,808
218.64.93.180,17-05-31 15:15,0.472秒,江西吉安,HTTP,808
180.122.157.224,17-05-31 15:11,0.476秒,江苏泰州,HTTPS,22059
114.239.147.192,17-05-31 15:11,0.561秒,江苏宿迁市泗阳县,HTTPS,808
123.169.86.201,17-05-31 15:11,1.864秒,山东淄博,HTTP,808
121.206.32.56,17-05-31 15:11,0.348秒,福建漳州,HTTPS,808
121.206.17.98,17-05-31 15:11,0.313秒,福建漳州,HTTPS,808
106.58.123.248,17-05-31 15:07,0.577秒,云南,HTTPS,80
115.204.34.27,17-05-31 15:00,4.576秒,浙江杭州,HTTPS,26658
115.221.125.197,17-05-31 15:00,0.422秒,浙江温州,HTTPS,40236
115.203.75.113,17-05-31 14:55,7.753秒,浙江台州,HTTPS,808
144.255.122.116,17-05-31 14:55,2.76秒,山东,HTTPS,808
175.155.25.59,17-05-31 14:50,0.365秒,四川德阳,HTTP,808
121.204.102.92,17-05-31 14:47,1.678秒,福建福州,HTTPS,808
175.155.240.199,17-05-31 14:45,1.421秒,四川德阳,HTTPS,808
119.5.0.53,17-05-31 14:45,1.004秒,四川南充,HTTP,808
119.5.1.4,17-05-31 14:45,1.594秒,四川南充,HTTP,808
117.91.138.81,17-05-31 14:44,3.124秒,江苏扬州,HTTPS,808
60.178.86.238,17-05-31 14:40,0.675秒,浙江宁波,HTTPS,808
119.7.76.65,17-05-31 14:40,1.519秒,四川德阳,HTTPS,808
115.220.3.117,17-05-31 14:35,1.0秒,浙江宁波,HTTPS,808
222.243.147.86,17-05-31 14:33,0.237秒,湖南湘潭,HTTPS,80
115.202.182.167,17-05-31 14:33,1.32秒,浙江台州,HTTPS,808
113.69.255.123,17-05-31 14:33,7.376秒,广东佛山,HTTPS,808
114.99.14.45,17-05-31 14:33,6.982秒,安徽安庆,HTTPS,808
114.239.147.24,17-05-31 14:33,5.106秒,江苏宿迁市泗阳县,HTTP,808
115.220.149.255,17-05-31 14:33,0.5秒,浙江宁波,HTTP,808
115.220.1.148,17-05-31 14:32,5.175秒,浙江宁波,HTTPS,808
171.38.154.149,17-05-31 14:31,7.287秒,广西钦州,HTTP,8123
114.227.38.118,17-05-31 14:31,0.241秒,江苏常州,HTTPS,808
175.154.50.69,17-05-31 14:22,0.263秒,四川德阳,HTTPS,808
115.203.67.182,17-05-31 14:22,0.332秒,浙江台州,HTTPS,808
180.110.18.229,17-05-31 14:21,0.303秒,江苏南京,HTTPS,808
171.11.228.138,17-05-31 14:16,6.767秒,河南,HTTP,808
171.39.238.201,17-05-31 14:16,0.386秒,广西,HTTP,8123
111.76.226.144,17-05-31 14:11,0.223秒,江西南昌,HTTPS,808
175.155.154.77,17-05-31 14:11,3.134秒,四川德阳,HTTPS,808
117.43.0.254,17-05-31 14:11,0.888秒,江西九江,HTTP,808
120.83.143.28,17-05-31 14:11,1.079秒,广东佛山,HTTPS,808
182.38.107.139,17-05-31 14:11,0.711秒,山东,HTTPS,808
115.192.74.211,17-05-31 14:11,0.372秒,浙江杭州,HTTPS,808
113.123.127.135,17-05-31 14:03,0.245秒,山东滨州,HTTPS,808
60.186.156.94,17-05-31 14:00,2.146秒,浙江杭州,HTTPS,30375
115.215.70.106,17-05-31 13:55,0.221秒,浙江宁波,HTTP,808
115.220.5.22,17-05-31 13:55,1.003秒,浙江宁波,HTTPS,808
175.155.246.85,17-05-31 13:53,1.898秒,四川德阳,HTTPS,808
115.203.89.181,17-05-31 13:52,0.534秒,浙江台州,HTTPS,808
175.155.24.44,17-05-31 13:50,0.235秒,四川德阳,HTTP,808
60.184.174.128,17-05-31 13:50,0.458秒,浙江丽水,HTTPS,808
119.5.0.45,17-05-31 13:48,1.479秒,四川南充,HTTP,808
175.155.226.36,17-05-31 13:45,2.215秒,四川德阳,HTTPS,808
175.155.242.88,17-05-31 13:45,0.386秒,四川德阳,HTTPS,808
121.40.40.182,17-05-31 13:45,6.784秒,辽宁鞍山,HTTP,80
113.69.252.78,17-05-31 13:45,2.52秒,广东佛山,HTTP,808
119.5.1.37,17-05-31 13:44,0.788秒,四川南充,HTTP,808
221.229.47.152,17-05-31 13:44,6.232秒,江苏扬州,HTTP,808
60.178.85.26,17-05-31 13:33,2.024秒,浙江宁波,HTTPS,808
123.169.88.86,17-05-31 13:33,0.283秒,山东淄博,HTTP,808
115.220.148.135,17-05-31 13:26,1.037秒,浙江宁波,HTTP,808
115.213.202.81,17-05-31 13:22,1.247秒,浙江丽水,HTTPS,808
60.178.87.94,17-05-31 13:22,1.402秒,浙江宁波,HTTPS,808
114.99.4.4,17-05-31 13:22,3.856秒,安徽安庆,HTTPS,808
115.207.38.128,17-05-31 13:22,6.192秒,浙江衢州,HTTPS,808
123.169.89.247,17-05-31 13:21,0.344秒,山东淄博,HTTPS,8118
27.28.107.38,17-05-31 13:20,0.157秒,湖北,HTTPS,8118
115.202.165.150,17-05-31 13:20,0.879秒,浙江台州,HTTPS,808
119.5.0.119,17-05-31 13:20,1.162秒,四川南充,HTTP,808
60.167.134.248,17-05-31 13:11,0.267秒,安徽芜湖,HTTPS,808
59.62.99.90,17-05-31 13:11,0.262秒,江西鹰潭,HTTPS,808
119.7.79.165,17-05-31 13:11,0.294秒,四川德阳,HTTPS,808
122.241.29.212,17-05-31 13:11,1.385秒,浙江丽水,HTTPS,808
36.99.215.167,17-05-31 13:11,0.358秒,浙江,HTTPS,808
120.83.122.175,17-05-31 13:11,0.255秒,广东揭阳,HTTPS,808
182.35.123.75,17-05-31 13:01,4.169秒,山东泰安,HTTPS,23935
175.155.25.8,17-05-31 13:01,1.07秒,四川德阳,HTTP,808
115.220.7.40,17-05-31 13:00,0.225秒,浙江宁波,HTTPS,808
123.163.80.123,17-05-31 13:00,1.425秒,河南新乡,HTTPS,808
115.220.147.1,17-05-31 12:55,0.28秒,浙江宁波,HTTP,808
183.153.38.194,17-05-31 12:45,1.542秒,浙江台州,HTTP,808
39.89.187.17,17-05-31 12:45,1.307秒,山东,HTTP,808
183.153.14.28,17-05-31 12:44,4.095秒,浙江台州,HTTPS,808
221.229.46.96,17-05-31 12:41,0.236秒,江苏扬州,HTTPS,808
175.155.25.7,17-05-31 12:40,0.249秒,四川德阳,HTTP,808
115.220.2.39,17-05-31 12:33,1.142秒,浙江宁波,HTTPS,808
114.239.150.217,17-05-31 12:33,3.122秒,江苏宿迁市泗阳县,HTTPS,808
120.32.0.2,17-05-31 12:33,1.123秒,福建福州,HTTPS,808
115.215.71.110,17-05-31 12:30,1.567秒,浙江宁波,HTTP,808
115.220.147.216,17-05-31 12:30,0.225秒,浙江宁波,HTTPS,808
175.155.25.32,17-05-31 12:30,0.249秒,四川德阳,HTTP,808
122.245.69.98,17-05-31 12:22,0.336秒,浙江宁波,HTTPS,808
60.173.35.111,17-05-31 12:22,2.839秒,安徽铜陵,HTTPS,808
49.86.62.250,17-05-31 12:22,0.378秒,江苏扬州,HTTPS,808
123.169.88.110,17-05-31 12:22,5.444秒,山东淄博,HTTPS,808
120.83.98.116,17-05-31 12:22,1.845秒,广东揭阳市普宁,HTTPS,808
183.153.33.253,17-05-31 12:22,1.406秒,浙江台州,HTTPS,808
119.7.76.216,17-05-31 12:20,0.395秒,四川德阳,HTTP,808
222.76.118.63,17-05-31 12:16,0.296秒,福建福州,HTTP,808
222.95.17.241,17-05-31 12:15,3.291秒,江苏南京,HTTP,808
183.153.2.205,17-05-31 12:15,1.416秒,浙江台州,HTTP,808
175.155.24.123,17-05-31 12:13,0.26秒,四川德阳,HTTP,808
59.62.113.39,17-05-31 12:11,4.181秒,江西鹰潭,HTTPS,808
171.13.37.100,17-05-31 12:11,0.895秒,河南,HTTP,808
116.28.118.7,17-05-31 12:11,3.291秒,广东中山,HTTPS,808
123.55.187.120,17-05-31 12:11,0.256秒,河南三门峡,HTTPS,808
123.169.84.252,17-05-31 12:11,5.46秒,山东淄博,HTTPS,808
175.155.141.193,17-05-31 12:11,0.262秒,四川德阳,HTTPS,808
175.155.25.89,17-05-31 12:11,0.308秒,四川德阳,HTTP,808
115.46.66.119,17-05-31 12:11,0.291秒,广西南宁,HTTPS,8123
119.5.1.93,17-05-31 12:11,0.934秒,四川南充,HTTP,808
114.239.149.148,17-05-31 12:11,2.587秒,江苏宿迁市泗阳县,HTTPS,808
119.5.0.96,17-05-31 12:09,0.232秒,四川南充,HTTP,808
114.99.23.251,17-05-31 12:00,4.394秒,安徽安庆,HTTPS,808
175.155.246.249,17-05-31 12:00,1.429秒,四川德阳,HTTP,808
115.202.161.113,17-05-31 11:55,7.146秒,浙江台州,HTTPS,808
115.220.146.150,17-05-31 11:50,0.25秒,浙江宁波,HTTPS,808
119.7.79.131,17-05-31 11:50,0.733秒,四川德阳,HTTP,808
221.229.47.148,17-05-31 11:46,0.194秒,江苏扬州,HTTP,808
36.26.153.7,17-05-31 11:45,6.425秒,浙江,HTTP,808
120.34.43.40,17-05-31 11:45,5.491秒,福建漳州,HTTP,808
175.155.245.170,17-05-31 11:44,0.93秒,四川德阳,HTTPS,808
123.169.88.211,17-05-31 11:44,0.654秒,山东淄博,HTTPS,808
115.220.145.238,17-05-31 11:44,0.348秒,浙江宁波,HTTP,9999
117.43.0.217,17-05-31 11:44,0.532秒,江西九江,HTTPS,808
58.214.16.98,17-05-31 11:41,0.684秒,江苏无锡,HTTPS,80
221.229.45.74,17-05-31 11:37,0.231秒,江苏扬州,HTTP,808
175.155.25.83,17-05-31 11:33,0.238秒,四川德阳,HTTPS,808
175.155.229.58,17-05-31 11:33,1.424秒,四川德阳,HTTPS,808
119.7.227.49,17-05-31 11:33,4.268秒,四川内江,HTTPS,808
180.118.243.44,17-05-31 11:33,0.213秒,江苏镇江,HTTPS,808
183.153.16.144,17-05-31 11:31,1.467秒,浙江台州,HTTP,808
114.239.151.149,17-05-31 11:31,3.903秒,江苏宿迁市泗阳县,HTTP,808
113.123.61.34,17-05-31 11:31,0.172秒,山东威海,HTTP,808
111.155.116.220,17-05-31 11:30,3.97秒,北京,HTTP,8123
110.73.6.188,17-05-31 11:28,0.383秒,广西防城港,HTTP,8123
180.126.169.28,17-05-31 11:24,0.143秒,江苏盐城,HTTP,8118
115.213.202.80,17-05-31 11:22,3.417秒,浙江丽水,HTTPS,808
123.55.185.12,17-05-31 11:22,0.269秒,河南三门峡,HTTPS,808
112.194.173.84,17-05-31 11:22,0.242秒,四川南充,HTTPS,808
183.153.16.73,17-05-31 11:22,1.08秒,浙江台州,HTTPS,808
115.220.4.167,17-05-31 11:22,0.204秒,浙江宁波,HTTPS,808
59.62.119.248,17-05-31 11:22,1.649秒,江西鹰潭,HTTPS,808
119.5.0.153,17-05-31 11:22,1.183秒,四川南充,HTTPS,808
115.203.78.83,17-05-31 11:15,4.321秒,浙江台州,HTTP,808
123.163.160.250,17-05-31 11:15,0.22秒,河南三门峡,HTTP,808
183.153.2.155,17-05-31 11:11,0.424秒,浙江台州,HTTPS,808
183.153.8.165,17-05-31 11:11,0.24秒,浙江台州,HTTPS,808
115.213.229.219,17-05-31 11:11,1.516秒,浙江丽水,HTTPS,808
183.153.28.53,17-05-31 11:11,0.22秒,浙江台州,HTTPS,808
183.153.31.65,17-05-31 11:11,0.473秒,浙江台州,HTTPS,808
119.7.74.95,17-05-31 11:11,0.617秒,四川德阳,HTTPS,808
119.7.73.36,17-05-31 11:11,0.512秒,四川德阳,HTTPS,808
27.24.178.106,17-05-31 11:11,0.252秒,江苏常州,HTTPS,808
119.5.1.112,17-05-31 11:10,1.054秒,四川南充,HTTP,808
180.109.26.234,17-05-31 11:00,3.496秒,江苏南京,HTTP,808
119.5.0.161,17-05-31 11:00,0.448秒,四川南充,HTTP,808
122.244.52.102,17-05-31 11:00,0.508秒,浙江宁波,HTTPS,808
114.239.2.120,17-05-31 11:00,7.427秒,江苏宿迁,HTTPS,808
175.155.243.20,17-05-31 11:00,1.767秒,四川德阳,HTTPS,808
122.241.73.37,17-05-31 11:00,3.256秒,浙江丽水,HTTPS,808
175.155.243.10,17-05-31 11:00,1.975秒,四川德阳,HTTP,808
125.89.123.76,17-05-31 10:55,6.132秒,广东河源,HTTPS,808
123.160.175.174,17-05-31 10:55,0.449秒,河南郑州,HTTPS,8118
36.249.29.209,17-05-31 10:51,0.337秒,福建泉州,HTTPS,808
61.143.158.238,17-05-31 10:50,2.256秒,广东揭阳,HTTP,808
60.178.85.186,17-05-31 10:50,7.657秒,浙江宁波,HTTPS,808
119.7.77.155,17-05-31 10:45,0.253秒,四川德阳,HTTPS,808
222.85.39.33,17-05-31 10:44,1.104秒,河南平顶山,HTTP,808
115.220.145.103,17-05-31 10:44,1.101秒,浙江宁波,HTTPS,808
115.202.167.56,17-05-31 10:33,0.212秒,浙江台州,HTTPS,808
120.8.140.227,17-05-31 10:32,0.341秒,河北邯郸,HTTPS,8080
113.122.158.78,17-05-31 10:30,3.258秒,山东日照,HTTP,808
113.122.48.169,17-05-31 10:30,2.849秒,山东菏泽,HTTP,808
119.7.75.174,17-05-31 10:30,1.521秒,四川德阳,HTTP,808
115.220.144.121,17-05-31 10:22,1.554秒,浙江宁波,HTTPS,808
115.203.78.237,17-05-31 10:22,4.408秒,浙江台州,HTTPS,808
110.73.5.163,17-05-31 10:22,0.242秒,广西防城港,HTTP,8123
175.155.245.72,17-05-31 10:22,2.287秒,四川德阳,HTTPS,808
182.35.219.197,17-05-31 10:22,0.704秒,山东德州,HTTPS,808
115.220.149.239,17-05-31 10:20,0.498秒,浙江宁波,HTTP,808
122.10.190.66,17-05-31 10:20,1.295秒,,HTTP,808
175.155.24.14,17-05-31 10:20,0.283秒,四川德阳,HTTP,808
115.220.150.46,17-05-31 10:15,0.291秒,浙江宁波,HTTPS,808
123.163.167.13,17-05-31 10:11,0.163秒,河南三门峡,HTTPS,808
111.72.244.70,17-05-31 10:11,0.425秒,江西鹰潭,HTTPS,808
114.230.234.55,17-05-31 10:11,3.243秒,江苏扬州,HTTPS,808
60.178.85.177,17-05-31 10:11,0.224秒,浙江宁波,HTTPS,808
123.169.91.240,17-05-31 10:11,1.245秒,山东淄博,HTTPS,808
222.94.146.26,17-05-31 10:11,0.513秒,江苏南京,HTTPS,808
123.55.189.46,17-05-31 10:10,0.321秒,河南三门峡,HTTP,808
121.226.154.130,17-05-31 10:00,0.206秒,江苏盐城,HTTPS,808
182.37.92.103,17-05-31 09:11,5.599秒,山东日照,HTTPS,808
36.249.26.95,17-05-31 09:11,2.412秒,福建泉州,HTTPS,808
119.5.1.22,17-05-31 09:11,0.337秒,四川南充,HTTP,808
119.7.78.52,17-05-31 09:11,0.227秒,四川德阳,HTTPS,808
123.163.162.132,17-05-31 09:11,0.194秒,河南三门峡,HTTP,808
175.155.139.108,17-05-31 09:10,5.436秒,四川德阳,HTTPS,808
115.46.81.196,17-05-31 09:01,0.35秒,广西南宁,HTTPS,80
112.195.102.98,17-05-31 09:00,0.28秒,四川自贡,HTTPS,8118
123.154.130.74,17-05-31 09:00,1.165秒,浙江温州,HTTPS,8118
115.220.150.89,17-05-31 08:55,4.584秒,浙江宁波,HTTPS,808
222.95.23.36,17-05-31 08:55,7.622秒,江苏南京,HTTPS,808
175.155.243.37,17-05-31 08:53,0.284秒,四川德阳,HTTP,808
115.220.147.249,17-05-31 08:35,3.791秒,浙江宁波,HTTP,808
221.229.45.182,17-05-31 08:34,0.21秒,江苏扬州,HTTPS,808
115.220.2.130,17-05-31 08:30,1.342秒,浙江宁波,HTTP,808
175.155.240.194,17-05-31 08:30,0.45秒,四川德阳,HTTP,808
115.220.146.157,17-05-31 08:30,1.604秒,浙江宁波,HTTP,808
119.5.0.6,17-05-31 08:30,0.237秒,四川南充,HTTP,808
117.91.138.148,17-05-31 08:22,5.837秒,江苏扬州,HTTPS,808
175.155.143.91,17-05-31 08:22,2.048秒,四川德阳,HTTPS,808
115.202.162.240,17-05-31 08:22,6.469秒,浙江台州,HTTPS,808
115.220.1.109,17-05-31 08:22,0.643秒,浙江宁波,HTTPS,808
115.215.70.178,17-05-31 08:22,1.736秒,浙江宁波,HTTP,808
123.169.88.60,17-05-31 08:22,2.857秒,山东淄博,HTTPS,808
119.7.82.215,17-05-31 08:22,1.216秒,四川,HTTPS,808
218.64.92.108,17-05-31 08:20,0.263秒,江西吉安,HTTPS,808
117.43.1.15,17-05-31 08:17,2.102秒,江西九江,HTTPS,808
171.38.167.10,17-05-31 08:15,0.779秒,广西钦州,HTTP,8123
115.202.191.2,17-05-31 08:13,1.842秒,浙江台州,HTTPS,808
114.239.145.162,17-05-31 08:11,0.207秒,江苏宿迁市泗阳县,HTTP,808
114.239.1.150,17-05-31 08:11,0.202秒,江苏宿迁,HTTPS,808
59.62.112.8,17-05-31 08:11,0.452秒,江西鹰潭,HTTPS,808
180.118.242.240,17-05-31 08:11,3.805秒,江苏镇江,HTTPS,808
114.99.0.157,17-05-31 08:11,0.264秒,安徽安庆,HTTPS,808
113.58.232.65,17-05-31 08:11,6.283秒,海南海口,HTTPS,808
123.55.184.18,17-05-31 08:10,3.674秒,河南三门峡,HTTPS,808
175.155.138.248,17-05-31 08:01,4.717秒,四川德阳,HTTP,808
122.6.80.240,17-05-31 08:01,0.326秒,山东日照,HTTP,808
123.55.191.196,17-05-31 08:01,0.393秒,河南三门峡,HTTP,808
36.249.31.184,17-05-31 08:00,1.079秒,福建泉州,HTTPS,808
175.155.244.132,17-05-31 08:00,1.369秒,四川德阳,HTTPS,808
49.86.62.155,17-05-31 07:55,0.21秒,江苏扬州,HTTP,808
27.204.232.26,17-05-31 07:55,1.592秒,山东滨州,HTTPS,808
117.43.1.210,17-05-31 07:55,1.578秒,江西九江,HTTPS,808
117.91.138.201,17-05-31 07:55,0.188秒,江苏扬州,HTTPS,808
121.226.172.98,17-05-31 07:55,1.241秒,江苏,HTTPS,808
125.109.198.70,17-05-31 07:50,1.95秒,浙江温州,HTTP,808
115.202.167.131,17-05-31 07:45,0.217秒,浙江台州,HTTPS,808
122.241.206.26,17-05-31 07:44,0.232秒,浙江丽水,HTTPS,808
60.182.194.162,17-05-31 07:44,7.28秒,浙江金华,HTTPS,808
182.35.210.142,17-05-31 07:42,0.645秒,山东德州,HTTPS,808
218.64.92.82,17-05-31 07:41,2.687秒,江西吉安,HTTPS,808
125.118.68.255,17-05-31 07:41,0.26秒,浙江杭州,HTTP,808
221.229.47.129,17-05-31 07:33,0.248秒,江苏扬州,HTTPS,808
125.105.17.228,17-05-31 07:33,7.903秒,浙江衢州,HTTPS,808
123.55.189.133,17-05-31 07:30,0.26秒,河南三门峡,HTTPS,808
115.202.168.190,17-05-31 07:22,4.022秒,浙江台州,HTTPS,808
113.69.254.192,17-05-31 07:22,0.557秒,广东佛山,HTTPS,808
61.178.238.122,17-05-31 07:21,0.338秒,甘肃兰州市城关区,HTTP,63000
222.76.118.101,17-05-31 07:16,4.549秒,福建福州,HTTP,808
180.110.17.1,17-05-31 07:15,0.222秒,江苏南京,HTTP,808
115.202.170.31,17-05-31 07:15,0.856秒,浙江台州,HTTP,808
114.230.122.7,17-05-31 07:15,2.287秒,江苏扬州,HTTP,808
49.82.50.48,17-05-31 07:15,0.243秒,江苏,HTTP,808
114.230.218.139,17-05-31 07:15,0.558秒,江苏扬州,HTTP,808
114.239.1.164,17-05-31 07:14,0.278秒,江苏宿迁,HTTPS,808
183.153.21.225,17-05-31 07:13,0.406秒,浙江台州,HTTP,808
182.37.71.240,17-05-31 07:11,1.848秒,山东日照,HTTPS,808
123.169.86.36,17-05-31 07:11,0.227秒,山东淄博,HTTPS,808
113.121.243.113,17-05-31 07:11,1.881秒,山东德州,HTTPS,808
183.153.20.95,17-05-31 07:11,0.241秒,浙江台州,HTTPS,808
115.220.2.71,17-05-31 07:11,0.248秒,浙江宁波,HTTP,808
114.230.218.188,17-05-31 07:11,1.621秒,江苏扬州,HTTPS,808
182.87.14.22,17-05-31 07:11,0.552秒,江西鹰潭市贵溪,HTTPS,808
117.43.1.164,17-05-31 07:11,0.2秒,江西九江,HTTPS,808
119.5.0.40,17-05-31 07:06,0.567秒,四川南充,HTTP,808
221.232.190.36,17-05-31 07:01,0.113秒,湖北武汉市硚口区,HTTPS,8118
115.220.7.30,17-05-31 07:01,1.129秒,浙江宁波,HTTP,808
121.234.37.19,17-05-31 06:55,5.175秒,江苏盐城,HTTPS,808
117.43.1.43,17-05-31 06:55,0.387秒,江西九江,HTTPS,808
123.163.162.50,17-05-31 06:55,1.698秒,河南三门峡,HTTPS,808
125.106.226.204,17-05-31 06:55,1.486秒,浙江衢州,HTTPS,808
121.226.172.179,17-05-31 06:55,0.226秒,江苏,HTTPS,808
121.206.53.253,17-05-31 06:52,1.519秒,福建漳州,HTTPS,808
122.245.66.90,17-05-31 06:51,4.302秒,浙江宁波,HTTPS,808
222.76.118.47,17-05-31 06:50,0.283秒,福建福州,HTTPS,808
117.43.1.156,17-05-31 06:50,3.691秒,江西九江,HTTP,808
113.121.249.2,17-05-31 06:46,7.454秒,山东德州,HTTP,808
27.22.9.42,17-05-31 06:42,2.483秒,湖北襄阳,HTTPS,808
119.5.0.8,17-05-31 06:40,0.269秒,四川南充,HTTP,808
119.133.30.112,17-05-31 06:36,0.246秒,广东江门,HTTP,808
115.220.7.44,17-05-31 06:34,1.218秒,浙江宁波,HTTPS,808
36.99.207.174,17-05-31 06:22,1.9秒,浙江,HTTPS,808
49.86.62.6,17-05-31 06:22,2.021秒,江苏扬州,HTTPS,808
115.215.69.121,17-05-31 06:22,1.688秒,浙江宁波,HTTPS,808
222.95.22.244,17-05-31 06:20,3.155秒,江苏南京,HTTP,808
113.69.37.165,17-05-31 06:20,3.801秒,广东佛山,HTTP,808
115.215.71.174,17-05-31 06:14,0.238秒,浙江宁波,HTTP,808
110.83.46.161,17-05-31 06:12,0.739秒,福建福州,HTTP,808
60.178.85.128,17-05-31 06:11,4.012秒,浙江宁波,HTTPS,808
